Text,Class
16,0
Take off:HaririSulaymanPapandreouAshtonAbbasGheitFaisalAmorimPosnerSchusterSolis,0
Yes I'll go back and watch and listen and have fixed as necessary,0
"                     Dear Sir, It is my great pleasure to write you this letter onbehalf of my colleagues. Your information were givento me by a member of the South African ExportPromotion Council (SAEPC) who was with the BlackEconomic Empowerment Commission (Government)delegation on a trip to the United States during abilateral conference talk to encourage foreigninvestors. I have decided to seek a confidentialco-operation with you in execution of a deal hereunderfor the benefit of all parties, and hope you will keepit confidential because of the nature of thisbusiness. Within the Department of Mining Resources where I workas the Director of Project Implementation, withco-operation of two other top officials, we have inour possession, an overdue payment in US funds. The said funds represent certain percentage of thecontract value executed on behalf of my Ministry by aforeign contracting firm, which we the officialsover-invoiced to the amount ofUS$41,500,000.00 (Forty One Million Five HundredThousand United States Dollars). Though the actualcontract cost has been paid to the originalcontractor, leaving the excess balance unclaimed. The Government of the Republic of South Africa believethat private investment in general, and foreign directinvestment in particular, are the real engines forsustainable economic development, for which reason ithas continued to encouraged investment in the keygrowth-oriented sector of Mining with sinceredetermination to pay foreign contractors all debtsowed to them, so as to continue to enjoy closerelationship, and mutually beneficial co-operationwith foreign governments and non-governmentalfinancial agencies. As a result we included our billsfor approvals with the co-operation of some officialsat the Department of Finance and the Reserve Bank ofSouth Africa (RBSA). We are seeking your assistance tobe the beneficiary of the unclaimed funds, since weare not allowed to operate foreign account. Thechanging of beneficiary's information/ details andother forms of documentation upon application forclaim to reflect the contract money and its approvalswill be secured on behalf of your company or yourself. I have the authority of my colleagues involved topropose that, should you be willing to assist us inthis transaction your share as compensation will be20% while my colleagues and I shall receive 70%, andthe balance of 10% shall be used to reimburse allexpenditures, taxes and miscellaneous expenses soincurred. It does not matter whether or not your company doescontract projects of the nature described here. Theassumption is that your company won the major contractand subcontracted it to other companies. More oftenthan not, big trading companies and firms of unrelatedfields win major contracts, and subcontract to morespecialized firms for execution. This business itself is 100% safe, provided you treatit with utmost confidentiality. Also yourspecialization is not a hindrance to the successfulexecution of this mutual beneficiary transaction. Ihave reposed my confidence in you and hope that youwill not disappoint us. Kindly notify me for furtherdetails, upon your acceptance of this proposal.Pls send all correspondence to potobo2@netscape.net Regards,Engr Paul O. Otobo.potobo2@netscape.net",1
I can't stay awake any longer. See you in am.,0
Revise as follows:I spoke w the following so remove--SnoweYangMcConnellBaughLaHoodWebb,0
• Tomorrow pis add more State names--all under and asst secretaries and the special assts/exec crew. Thx.,0
"Are you getting any feedback? How soon will FOX attack me for my ""tax the rich"" comments?",0
Is there a backstory?,0
"So neither option was mentioned; it was ""my administration"" which may mean they'll pursue out of WH. What do youknow?",0
"B/958/042/0500 came to our bank to engage inbusiness discussions with our P=rivate Banking Services Department. He informed us that he had a financial =portfolio of 14.37 million United StatesDollars, I was the officer assigned to his case;  In line with instr=uctions,the money was deposited; he told me he wanted the money there in an=ticipation of his arrival from Norway later that week. This was the last co=mmunication we had, this transpired around February 25th 2004. I made futile efforts to locate him I immediately  Four days later, information s=tarted to trickle in, that he was apparently dead, a person who suited his =description was declared dead of a heart attack in Cannes, South of France.= it is only an outsider to the banking world who finds the internal politic=s of the banking world aberrational. There isUSD$13,991,674(Thirteen millio=n, nine hundred and ninety one thousand, six hundred and seventy four unite=d states dollars) deposited, I alone have thedeposit details and they will =release the deposit to no one unless Iinstruct them to do so. My proposal; =I am prepared to place you in a position whereby an instruction is given to= the finance firm to officially release the deposit to you as the closest s=urviving relation/associate,and all etiquette shall be done in accordance w=ith the rule of law, Iwillsimply nominate you as the next of kin and have t=hem release the deposit to you; afterwards we share the proceeds 50/50. I w=ould have gone ahead to ask the funds be released to me, but that would hav=e drawn a straight line to me and my involvement in claiming the deposit, I=f youfindyourself interested to work with me,please contact me specifically,thro=ugh this email account sirqinwang@netscape.net. It is necessarytoinform you= thatunder no condition should you contact me via official channelsI await your response.Yours Sincerely,Qin Li WangQin Li WangLloyds TSB Pacific Limited=20Hong Kong BranchTwo Exchange Square=20Central, Hong Kong.                           =20 http://www.lloydstsb.com.hkAttention,Thank you for giving me your time, I am a staff of Lloyds TSB Group Plc. he=re in Hong Kong attached in Private Banking Services, I amcontacting you co=",1
Just heard from IsraelisThey said he's not feeling great and wants to turn in Wants to do call in next 5 min or not do today. Can u guys do?,0
"Best regards,DR.Daniel Ibe.CIVIL SERVANTFEDERAL MINISTRY OFPETROLEUM AND MINERALRESOURCES",1
Call me tonight.,0
"the actual situation with the consignment and also give them your details= and address where the consignment will be  delivered and then get back t=o me as soon as possible to enble me forward you the shipping documents t=hat will legally emback with the receipt/claim. Mean while, I will be com=ing over to your country immediately you recieve the consignment for my 1=0% share.reply through my  private EMAIL(clementasuzu@yahoo.it) Congrats =and remain blessed. Best Regards, Yours faithfully, Dr. CLEMENT ASUZU",1
Here's the update pieced together from various sources:Starting at around 3 pm Friday Adams and McGuinness returned to Hillsborogh to meet with Robinson and ArleneFoster. The four talked privately for several hours and then asked for the draft papers to review. The discussioncontinued until around 1 am when the parties left Hillsborough. (Foster's presence is apparently very helpful. Herrelationship with the SF leaders is much more positive and direct treating them as equal colleagues.)Woodward and Irish FM Martin will meet with Adams and Robinson separately this afternoon to assess where the talksare. The talks last night/early morning ended more positively and if that is still the case there may be a decision to pushon today to see if agreement can be reached. It is equally possible that the two ministers and DUP/SF will decide towind up today and resume on Monday.Brown and Cowen have spoken this morning and will speak again late this afternoon.The issue is still parades. Robinson needs some certainity of change on parades. It is important for him politically withinthe DUP but also externally since this has become a symbol of whether he has achieved something or compromised toomuch. Adams and SF have moved very far from their original positions on parades adding that Robinson has alsomoved.The DUP linkage of the timeframes for devolution and parades is not Robinson's goal but DUP deputy party leader NigalDodds. Logistically such a linkage would be impossible without delaying devolution given that the parades frameworkrequires consultation legislation and implementation.The role of Justice Minister and his/her relationship to the Executive has been agreed. Other issues such as Irishlanguage act N-S bodies etc while symbolic and emotive for SF and the nationalists community can be dealt with.,0
flight.,0
According to WPost and Pi US govt warned Israel about handling the flotilla.,0
No problem.,0
"You will act like the beneficiary of this fund, I will sendto you the whole relevant documents that required in thistransaction immediately you accept to co-operate with me.and i will inform you the proceedure to complete thistransaction successfully,First i want you to take this personally and maintain theconfidentiality, if you can assist on this let me know sothat i will discuss the percentages with you and inform youthe step we need to complete this transaction within 10working days.let me know if you are interested to proceed with me,i amgoing on retirement very soon and i am hopeful if we canconlude on this i will channel my funds in area of goodinvestment outside the country, this transactionmust bebetween me and you only, i do not want it to be discussedwith third party. send me your reply immediately.Best Regards.John Williams .",1
MRS LIZY KAMARA16=2CRue des jardins Cocody les Deux-Plateaux Abidjan C=F4te D'Ivoire Veuillez me contacter a mon adresse suivante =3AEmail=3Amrslizy=5Fkamara2=40yahoo=2Efr Dearest=2C I am Mrs=2E LIZY KAMARA from Ivory Coast=2E I am a widow being that I lost my husband=2EMy husband was a serving director of the Cocoa exporting board until his death=2E He was assassinated by the rebels following the political uprising=2E Before his death he made a deposit of Ten Million USA Dollars =28$10=2C000=2C000=2E00=29here in C=F4te d=B4Ivoire in security company =2EThis fund he intended to buy a cocoa processing machine=2E I want you to help me for us to retrieve this fund and transfer it to your account in your country or any safer place as you will be the beneficiary and recipient of the fund =2E I have plans to do investment in your country=2C like real estate and industrial production=2E This is myreason for writing to you=2E Please if you are willing to assist me and my only son Francis=2Cindicate your interest in replying soonest=2E Thanks and best regards =2E Mrs=2ELIZY KAMARA,1
See final b/I -,0
"� DEAR,SIR/MADAM� �� �� Good day, With the good reference of your esteemedperson made by a charity aid volunteer...although Idid not disclose my actual intention of reaching you.Please do forgive me if this letter may offend you� without your prior consent.� �� I am MR,TONY� WILLIAMS� a Consultant and financebrokerwith West African Consultant Ltd,and also a SierraLeonian, currently living here in Accra-Ghana due to� political instability in my country. I am highlyimpressed with your esteem and i wish to introduce myclient to� invest in your esteem.First and foremost, could you enlighten me more aboutyour investment output if my cleint is said to invest� the sum of $6.550.000 million (SIX MILLION FIVEHUNDRED AND FIFTY MILLION UNITED STATES DOLLARS) in� your firm and what are the taxes involved for aforeign investor in your country.If you accept to receive this money, in your privateor company account, she will reward you with 15% ofthe fund. In addition, she will allow your company to� �� use her own 85% share as a working capital for a� period of three years at small interest which bothofyou will agree on later.Finally and most important, kindly let me be restassured that you would act on a good faith and neverhave the intentions of leading her astray or gettingambitious. Bye for now and I hope to hear from yousoon.� �Please replt to(tony_88williams@yahoo.com) � �� Best regards,� �� MR,TONY� WILLIAMS__________________________________________________Do You Yahoo!?Tired of spam?  Yahoo! Mail has the best spamprotection around http://mail.yahoo.com __________________________________________________Do You Yahoo!?Tired of spam?  Yahoo! Mail has the best spam protection around http://mail.yahoo.com ",1
"Attn;I am Ms Winnie Madikizela-Mandela, the former wife ofMr. Nelson Mandela of the Republic of South Africa. I am presently in distress. The bureaucrats in ourAfrican National Congress (ANC) do not like mypolitics at all, and they are bent on ruining my life.I am presently facing legal proceedings for offences I know nothing about. I have been ejected from myofficial residence on the ground that they want to usethe place for museum. I am in fact passing through aterrible time. To save my daughter and myself from total bankruptcy Iwas able toarrange a total sum of US10,000,000.00 while workingas the leader of the women wing of ANC. I have already moved the mentioned sum from South Africa using atreasure company that is based in Pretoria. Owing to the present problem that I have, I will notbe able to follow up this project as I would haveloved to do. I am writing presently to solicit foryour assistance. Could you please assist me by receiving the mentioned sum from the officials of thesecurity company and then keep it safe for me in your country till the time when I have sorted myself out with the ANC bureaucrats? They want to run me down,but I need to put up a fight.I am offering you 30% for assisting me secure this money fast. Contact me immediately with this EmailAddress;madamwinniemadela@privateemail.com so that I can forward to you allnecessary details. Kindly send your phone number for easy communication. Best regards.Ms Winnie Madikizela-Mandela",1
Of course.Lona ValmoroS ecial Assistant to the Secretary of State(direct) B6,0
Will get u full update. B6,0
I am traveling overseas and only have sporadic access to my email. If you need immediate assistance please call StateDepartment Operations at 202-647-1512 and ask for Joanne Lasczcych who can assist you.cdm,0
From=3A Haddiya Amina Hassan =28Mrs=29 Address=3A UNHCR=2CThailand Tel +66-870662006Attn=3A The Managing Director=2E I am contacting you to guide and assist me in the area of my investment in your country=2E Before I proceed=2C I am the above named person living in Thailand as refugee under the protection of United Nations High Commission for Refugees due to the ceaseless problem in my country Iraq=2E Presently I'm undergoing medical treatment because my condition has gotten to a bad stage=2C from all indications my illness is really deteriorating because of the unsuitable condition in my country that have denied me proper medical care=2E But now I am trying all my best to treat myself with medical expert in one of the hospital here in Thailand=2E I am married to late Mr=2E Hassan Bello who was until recently=2C personal assistant to former Oil minister in my country =2E He died during the on-going crisis in my country=2E Prior to this last serious crisis that is still ravaging in my country=2C which recently led to misfortune of our government and my late husband position as the personal assistant to the former Oil Minister =2C we were able to come over here in Thailand=2E We inherited the sum of US$5=2E5 million from my late husband=2E This fund was originally gotten from my late husband proceeds=2E My late husband was able to move out this fund from our country with a very good diplomatic contact shortly before the American invasion in iraq=2E I have decided to contact you because I am interested in investing this fund in your country which is investment friendly=2E Please kindly guide and assist me in making the right investment since I am also interested in buying a residential property as I will be moving my family over there as soon as every thing regarding technical and logistics details is worked out and ascertained to our respective satisfaction=2E In view of your participation=2C we are ready to give you a good will have to negotiable percentage for your assistance =2C or better still commit it into viable Joint venture projects=2E Be assured that you stand no risk of any kind as the funds belong to me and my only survived son=2E As soon as I get your consent=2C we will quickly move the fund to your country for investment=2C this will come after our meeting which will be held between you and us to enable us know each other and seal an agreements to protect the fund and each others interest which will foster the much needed trust=2C reliability and understanding which is paramount in business relationship=2E I am here in Thailand with my only surviving Son Musa=2E I am strongly believe that you would be of great help in guiding us to a sucessful exploration of the investment potentials of your country =2C which guarantees good capital returns and human security=2E Lastly=2C I honestly pray and believe that this money when its finally moved to your country will be used for the said purpose of investing in profitable project=2E However=2C upon your acceptance to work as my partner=2C you can contact us with our private telephone number or e-mail for more details=2E Please include you private contact telephone number and private e-mail when replying=2E Sincerely Yours=2C Haddiya Amina Hassan =28Mrs=29,1
"Dear Beloved in Christ,It is by the grace of God that I received Christ,knowing the truth and the truth have set me free.Having known the truth I had no choice than to do what is lawful and right in the sight of God for eternal life and in the sight of man for witness of God�s mercy and glory upon my life.I am Mrs Caroline Solange Haafkens from Netherlands.I am married to Dr.Franklyn Haafkens who worked with Chevron/Texaco in Nigeria for twenty years before he died in the year 2001.We were married for twenty-seven years without a child,He died during one of the riots in the Niger Delta region of Nigeria.He was held hostage and slain to death by protesting youths of the region before his death we were both born again christians.Since his death I decided not to re-marry.When my late husband was alive he deposited the sum of 8.6 million dollars (Eight Million six hundred thousand U.S.Dollars)with a bank in the Netherlands. Presently this money is still with the bank and the management just wrote me as the beneficiary to come forward to receive the money or rather issue a letter of authorisation to somebody to receive it on my behalf if I can not come over. I am presently with my laptop in a hospital where I have been undergoing treatment for cancer of the lungs, I have since lost my ability to talk and my doctors have told me that I have only a few months to live.It is my last wish to see that this money is invested and at the end of every year distributed among charity organisation.I want a person that is God fearing that will use this money to fund churches,orphanages and widows propagating the word of God and to ensure that the house of God is maintained. The Bible made us to understand that Blessed is the hand that giveth.I took this decision because i know that there are alot of poor people suffering from different kind of disease and nobody to come to their aid.With God all things are possible. As soon as I receive your reply I shall give you the contact of the bank.I will also issue you a letter of authority that will prove you as the new beneficiary of this fund.You will be entitled to 10% of every profit you make in a year.Please assure me that you will act accordingly as I stated herein.I await your urgent reply.Yours in Christ,Mrs Caroline Haafkens___________________________________________________________________________Mail sent from WebMail service at PHP-Nuke Powered Site- http://blygen.net",1
Of course. Who will be there?,0
FYIMills Cheryl D <MillsCD@state.gov>Tuesday July 21 2009 3:28 PMSullivan Jacob J; Abedin Huma; HFW: Goma,0
Have a blessed day. Walter gate. ___________________________________________________________________________Mail sent from WebMail service at Codyrock.Com- http://phpnuke.codyrock.com,1
Pls print for me.Original Message,0
Letter will be done and signed by Melanne by 11am Bob Blake will get it to the SL FM through the Ambassador and PAwill get it to AFP and other interest parties. So by noon everyone who needs it will have it,0
"""It was worse than a crime. It was a blunder."" Talleyrand.",0
"RE-BUSINESS PROPOSAL:TRANSFER OF US$12.4M (TWELVE MILLION FOUR HUNDRED THOUSAND)UNITED STATES DOLLARS AND BUSINESS INVESTMENT PARTNERSHIP. Dear Friend and Partner,I solicit your strictest confidence in this proposal. This is by virtue of it's nature as been utterly confidential and top secret as you were introduced to us through the Nigeria Chamber of Commerce Foreign Trade Division. We are top government officials drawn from the Federal Ministry of Works and Housing FMW&H, the Presidency and the Federal Ministry of Finance FMF making up the Contract Review Panel CRP set up by the present administration to review all contracts awarded by the past government.In the course of our work on the CRP, we discovered grossly over-invoiced contracts which were awarded to foreign contractors. The contract have been duly executed and commissioned but leaving the contract commission US$12.4M Dollars floating in the escrow account of the Central Bank of Nigeria CBN ready for payment.The funds resulted from connivance between our predecessors and the foreign contractors. The contractors have been duly paid their contractual entitlement US$81M Dollars but leaving the over-invoiced funds US$12.4M Dollars in CBN's escrow account. We are therefore seeking your assistance in the transfer of these funds out of this country by providing your company name and address to be registered as a subsidiary or afilliate of the real company that executed the contract so as to effect the ballance of the funds into your account as part of the executor.This is necessary as we cannot use the help of a local contractor here since the job was executed by a foreign company. Hence the need for your assistance.All logistics and modalities are in place to ensure the smooth conclusion of this transaction within the nest 10 to 14 working days of commencement after the receipt of your company name and address as stated above including your telephone/fax numbers for better communication.These informations will enable us make the application and lodge claim to the concerned ministry and agency in favour of your company. It is pertinent to state here that this transaction is entirely based on trust as the solar bank draft or certified cheque drawable in any of the Central Bank of Nigeria corresspondent bankers around the World is going to be made in your name.Finally, when the funds hits your account, I and my associates will come over to your country for the sharing purpose as outlined categorically clear below.(i) US$10M Dollars for us the 3 members of the Contract Review Panel (ii)US$2M Dollars for you for acting as the beneficiary of the funds. (iii)US$.4M Dollars as an abstract projections for re-imbursement to both parties for any incidental expenses that may be incured during the process of the transaction.If you are interested, please write or call my direct access line above.I await your response in this regard.Your's Faithfully,Babatunde Pedro.(Engineer/director of Project FMW&H).",1
Yes I saw that. Trying to get some more info now.,0
I will call all--around 7:10.,0
Can we set up a photo for the SRAP team when I see them?,0
H <hrod17@clintonemail.com>Saturday February 13 2010 11:40 AM'sbwhoeopRe:Ok.,0
"GOOD MORNING.DON�T BE OFFENDED IF I MAY HAVE DISTURBED YOUR DAILY ACTIVITIES.MY NAME IS MR NOEL PANGA, I AM A BANKER, AND I WORK WITH THE AFRICAN DEVELOPMENT BANK AS A SENIOR STAFF. I HAVE DECIDED TO CONTACT YOU ON A BUSINESS TRANSACTION THAT WILL BE VERY BENEFICIAL TO BOTH OF US AT THE END OF THE TRANSACTION .DURING OUR INVESTIGATION AND AUDITING IN THIS BANK, MY DEPARTMENT CAME ACROSS A VERY HUGE SUM OF MONEY BELONGING TO A DECEASED PERSON WHO DIED IN A PLANE CRASH AND THE FUND HAS BEEN DORMANT IN HIS ACCOUNT WITH THIS BANK WITHOUT ANY CLAIM OF THE FUND IN OUR CUSTODY EITHER FROM HIS FAMILY OR RELATION BEFORE OUR DISCOVERY TO THIS DEVELOPMENT.THE SAID AMOUNT WAS U.S 18.4M (EIGHTEEN MILLION,FOUR HUNDRED THOUSAND UNITED STATES DOLLARS). AS IT MAY INTEREST YOU TO KNOW, I GOT YOUR IMPRESSIVE CONTACTS THROUGH INTERNET. MEANWHILE ALL THE WHOLE ARRANGEMENT TO PUT CLAIM OVER THIS FUND AS THE BONAFIDE NEXT OF KIN TO THE DECEASED, AND TRANSFER THIS MONEY TO A FOREIGN ACCOUNT HAS BEEN PUT IN PLACE.  THE DIRECTIVES AND NEEDED INFORMATION WILL BE RELAYED TO YOU AS SOON AS YOU INDICATE YOUR INTEREST AND WILLINGNESS TO ASSIST ME, AND ALSO BENEFIT YOUR SELF TO THIS GREAT BUSINESS OPPORTUNITY.IN FACT I COULD HAVE DONE THIS DEAL ALONE BUT BECAUSE OF MY POSITION IN THIS COUNTRY AS A CIVIL SERVANT(A BANKER),WE ARE NOT ALLOWED TO OPERATE A FOREIGN ACCOUNT AND WOULD EVENTUALLY RAISE AN EYE BROW ON MY SIDE DURING THE TIME OF TRANSFER BECAUSE I WORK IN THIS BANK. THIS IS THE ACTUAL REASON WHY IT WILL REQUIRE A SECOND PARTY OR FELLOW WHO WILL FORWARD CLAIMS AS THE NEXT OF KIN WITH AFFIDAVIT OF TRUST OF OATH TO THE BANK AND ALSO PRESENT A FOREIGN ACCOUNT WHERE HE WILL NEED THE MONEY TO BE RE-TRANSFERRED INTO ON HIS REQUEST AS IT MAY BE AFTER DUE VERIFICATION AND CLARIFICATION BY THE CORRESPONDENT BRANCH OF THE BANK WHERE THE WHOLE MONEY WILL BE REMITTED FROM TO YOUR OWN DESIGNATION BANK ACCOUNT.I WILL NOT FAIL TO INFORM YOU THAT THIS TRANSACTION IS 100% RISK FREE.ON SMOOTH CONCLUSION OF THIS TRANSACTION, YOU WILL BE ENTITLED TO 40% OF THE TOTAL SUM AS GRATIFICATION, WHILE 10% WILL BE SET ASIDE TO TAKE CARE OF EXPENSES THAT MAY ARISE DURING THE TIME OF TRANSFER AND ALSO TELEPHONE AND INTERNET BILLS, WHILE 50% WILL BE FOR ME.  PLEASE, YOU HAVE BEEN ADVICED TO KEEP ""TOP SECRET"" AS I AM STILL IN SERVICE AND INTEND TO RETIRE FROM SERVICE AFTER WE CONCLUDE THIS DEAL WITH YOU.I WILL BE MONITORING THE WHOLE SITUATION HERE IN THIS BANK UNTIL YOU CONFIRM THE MONEY IN YOUR ACCOUNT AND ASK ME TO COME DOWN TO YOUR COUNTRY FOR SUBSEQUENT SHARING OF THE FUND ACCORDING TO PERCENTAGES PREVIOUSLY INDICATED AND FURTHER INVESTMENT, EITHER IN YOUR COUNTRY OR ANY COUNTRY YOU ADVICE US TO INVEST IN. ALL OTHER NECESSARY VITAL NFORMATION WILL BE SENT TO YOU WHEN I HEAR FROM YOU.IF THE TRANSACTION INTEREST YOU, GET BACK TO ME WITH YOUR PHONE NUMBER TO CALL YOU SO WE COULD PROCEED.THANKS.MR NOEL PANGA._________________________________________________________________D�couvrez Windows Live Messenger : le futur de MSN Messenger ! www.windowslivemessenger.fr",1
"Hello Gentleman,I am Mr. Emmanuel Ede, an accountant officer with Our Bank,here in Cotonou Benin. I gathered your information from my country's international chamber of trade and commerce, The business I am about to introduce is basedon sheer trust and with a sense of purpose.I am contacting you to assist in repatriating the sum of ($15.2M)u.S dollars.The money and property left behind by Dr.Solomon who died accidentally On the 21st of April 2000, Dr Solomon Komana, his wife and their two Children were killed by rebels on the past crisis in Liberia during the Time of their formal president Charles Taylor near their village called Kuru .I gathered all this information through a good source after my several routine note to his forwarding address. Because he had served here in Cotonou Benin as a business consultant with the Benin National Petroleum & Gas Corperation.BNPGC and a special ass advise to the OPEC.Since then I have made several enquiries to his embassy here in Cotonou Benin to locate any of his extended relatives, this has also proved unsuccessful to locate any member of his family hence I contacted you as his account officer to work with you before the fund get confiscate or declared unserviceable by the bank where these huge deposits were lodged. Particularly. Now the management has been dlibrating on how to revert this fund to the bank privacy and Since I have been unsuccessful in locating the relatives for over 3 years now,I seek your consent to present you as the next of kin to the deceased since you are a foriegner so that the proceeds of this account valued at $15.200,000:00 can be paid to you and then you and I can share the money. 50% to me and 40% to you, while 10% will be maped out for any miscellaneous expenses that might incure in the cause of this transaction.I have all the necessary legal documents to back up this claim, and this I must do to make sure that this fund is not wasted or end up in the wrong hands. All I require is your honest and sincere co-operation to enable us see this deal through. I guarantee you that this transaction will be executed under a legitimate arrangement that will protect you and I from any breach of the law. Reply me through my e-mail address (Looking forward to hear from you at this private e-mail for security purpose. Yours Sincerely,Mr Emmanuel .John  Ede    ---------------------------------  Ahhh...imagining that irresistible ""new car"" smell?Check out new cars at Yahoo! Autos.  ---------------------------------8:00? 8:25? 8:40?  Find a flick in no time with theYahoo! Search movie showtime shortcut.",1
"<DIV><TT>&nbsp;</TT></DIV><DIV><TT>Abidjan Cote D'Ivoire.<BR><BR><BR>Dear sir, <BR><BR>Permit me to inform you of my desire of going into <BR>business&nbsp; relationship with you . <BR>I am djiouf samba The first son of late Mr and Mrs<BR>ATTAH JEFF of Zimbabwe and my family comes<BR>from the royal lineage. My father was a very wealthy<BR>GOLD and COCOA&nbsp; manchant who based in ACCRA&nbsp; GHANA <BR>and ABIDJAN respectively, The economic capital of cote<BR>D�Ivoire.<BR>He&nbsp; was poisoned to death by his business associate on<BR>one of their&nbsp; business outings. <BR>When&nbsp; my mother died&nbsp; on the 21ST&nbsp; october 1994 , My<BR>father took me and my brother so specail&nbsp; because we<BR>were motherless. <BR>Before&nbsp; the death of my father on the 29th&nbsp; April <BR>2002 in a private hospital here&nbsp; in Abidjan , He <BR>sincerely called me on his bed side&nbsp; and told me&nbsp; that<BR>he had a sum of 3.5OO&nbsp; MILLION USA DOLLARS)</TT></DIV><DIV><TT>kept </TT></DIV><DIV><TT>in a security company in<BR>(AFRICA). He also said that the security company<BR>does not know the content of the safe Box.He&nbsp; also<BR>used my name to Deposit&nbsp; the&nbsp; money&nbsp; as his first Son<BR>for next of kin. He&nbsp; also explained&nbsp; to me that it was<BR>because of this wealth&nbsp; that he was poisoned by his<BR>business assocaites, That I should&nbsp; seek for a foreign<BR>partner in a country&nbsp; of my choice where I will <BR>transfer this money&nbsp; and use it for investment<BR>purposes, I want you to assist me in clearing this<BR>fund into your&nbsp; account overseas&nbsp; as a beneficiary of<BR>the fund, and also use<BR>it&nbsp; for&nbsp; an ivestment purpose, such as real estate<BR>management. My intrested areas of investment are; REAL<BR>ESTATE,HOTELS, PETROLUM INDUSTRY. <BR>, I am honourably seeking for your assistance in<BR>the following ways. <BR>(1)To assist me&nbsp; to clear this&nbsp; fund from the security<BR>company and transfer to your account successfully. <BR>(2) to&nbsp; provide a bank account into which this money<BR>would be transfer to. <BR>(3)To serve as&nbsp; the guardian of this fund since<BR>I am a Boy of (22)yrs . <BR>(4) To make arrangement for me to come over to your <BR>country&nbsp; to further my Education and to secure a <BR>residential&nbsp; permit in your country. <BR>Moreover, I am willing to offer you 15% of the total<BR>sum&nbsp; as compensation for your effort /input after the<BR>successful transfer of this fund to your nominated <BR>account.&nbsp; <BR>Furthermore,&nbsp; you can indicate your option towards<BR>assisting me as I believe that&nbsp; this&nbsp; transaction <BR>would be concluded within 14days,from the day you<BR>signify interest to assist me. <BR>Awaiting&nbsp; to hear from you&nbsp; soonest.<BR>Please&nbsp; reach me through the E-mail address above, <BR>to enable us discuss the<BR>modanities.<BR>Thanks and God bless you as you for your anticipated<BR>coperation. <BR>THE IS MY EMAIL <BR>Best Regards,</TT></DIV><DIV><FONT face=""Courier New"">EMMANUEL JEFF</FONT></DIV></DIV></DIV></DIV></DIV></DIV><p>		<hr size=1>Do you Yahoo!?<br> Yahoo! Search presents - <a href=""http://us.rd.yahoo.com/evt=30648/*http://movies.yahoo.com/movies/feature/jibjabinaugural.html"">Jib Jab's 'Second Term'</a>--0-501370549-1106334850=:99957--",1
Fyi,0
"     With due respect and humility I write you this letter which I believe you would be of great assistance to me and my children.      I am Miss Tina  Koromah, the daughter of the late Dr DAVID KOROMAH of the blessed memory. Prior to my father's assassination by the rebel forces loyal to CORPORAL FODAY SANKOH of the Revolutionary United Front (RUF),      He was the Director General National Gold and Diamond Mining Corporation of Sierra-Leone. Few days before my father was assassinated, he instructed me and my brother ( DIDOW  KOROMAH ) to move out of Sierra-Leone and also to go die in his underground room where the fake documents of money he has deposited in a fake security company in Abidjan Cote d' Ivoire in one fake trunk Box as family valuless and tricksters with my name as the first scammer as the beneficiary.      The amount is US$15.500.000 (fifteen million Five Hundred United States Dollars.  We managed to escape to Abidjan the Republic of Cote D' Ivoire through the help of my father's friend who is a scammer. As our travelling document was sized. For your information , the security company did not know the real content of the box and we do not wish them to know until the money is stolen from your account. As it was deposited as family valuables and treasures.       Meanwhile, I want to leave Cote d'Ivoire entirely with this money for investment in your country because of the unstable political situation and mostly for theour future. I want you to please assist us to claim the box from the security company  in Europe, because of the political problem here I told fake Security Company to transfer the consignment to their faked office in Europe for safe keeping. So the consignment is not in Europe we have it in mind to reward you with a cleanedout bankaccount for your assistance.      As soon as we steal from you. Do not hesitate to send me e-mail immediately you receive this letter to enable us proceed in Ernest toward retrieving the box and transferring of all the money from your account. Finally, Please ensure that no one else knows about this money as it is only myself my brother, yourself and the Rev. Thief of the church where we worship knows about this money. Please even if you don t want to assist me, please don t expose for my security.           May God bless you as you assist me. Am looking forward to steal from you as soon as possible.     Yours sincerely.  Miss Tina Koromah 		--------------------------------- ""My Verdict: The new Yahoo! Mail is far superior..."" � The Wall Street Journal.",1
